"id" ,"cliente"                     ,"valor_pago" ,"produto"             ,"data_pagamento" ,"status_entrega"
 578 ,"Sra. Catarina Almeida"       ,     2868.22 ,"Ferramenta"          ,"2021-11-16"     ,"Entregue"
 579 ,"Srta. Maria Laura Fernandes" ,     3255.88 ,"Ferramenta"          ,"2021-11-03"     ,"Cancelado"
 580 ,"Cecilia Melo"                ,     1242.17 ,"Ferramenta"          ,"2023-11-29"     ,"Entregue"
 581 ,"Sra. Marcela Porto"          ,     2451.72 ,"Brinquedo"           ,"2022-08-14"     ,"Cancelado"
 582 ,"Maria Liz Sampaio"           ,     4182.48 ,"Ferramenta"          ,"2024-05-15"     ,"Devolvido"
 583 ,"Isaac Correia"               ,     3260.44 ,"Ferramenta"          ,"2021-08-03"     ,"Cancelado"
 586 ,"Olívia Fernandes"            ,     2338.91 ,"Brinquedo"           ,"2020-07-21"     ,"Extraviado"
 587 ,"Rafael Rezende"              ,     2026.9  ,"Ferramenta"          ,"2022-02-28"     ,"Devolvido"
 589 ,"Guilherme Peixoto"           ,     4090.91 ,"Ferramenta"          ,"2019-08-15"     ,"Em Devolução"
 590 ,"Alexandre Cunha"             ,     1861.37 ,"Brinquedo"           ,"2024-08-20"     ,"Em Devolução"
 591 ,"Erick Ribeiro"               ,     3326.34 ,"Brinquedo"           ,"2021-02-28"     ,"Em Devolução"
 592 ,"Anthony Rocha"               ,     2973.83 ,"Brinquedo"           ,"2024-12-10"     ,"Entregue"
 594 ,"Leonardo da Costa"           ,     3528.96 ,"Utensílio Doméstico" ,"2021-05-11"     ,"Extraviado"
 595 ,"Maria Cecília Fogaça"        ,     3599.18 ,"Brinquedo"           ,"2019-07-12"     ,"Extraviado"
 596 ,"Bruna Sampaio"               ,     2841.77 ,"Ferramenta"          ,"2019-02-24"     ,"Entregue"
 597 ,"Anthony Gabriel Peixoto"     ,     3460.12 ,"Brinquedo"           ,"2022-03-10"     ,"Em Devolução"
 598 ,"Sr. Matheus Costa"           ,     2538.93 ,"Ferramenta"          ,"2020-11-30"     ,"Cancelado"
 599 ,"Theo Ribeiro"                ,     1200.62 ,"Ferramenta"          ,"2019-11-28"     ,"Cancelado"
 600 ,"Sofia Jesus"                 ,     4739.83 ,"Utensílio Doméstico" ,"2022-07-09"     ,"Cancelado"
 602 ,"Ana Beatriz Ramos"           ,     2169.24 ,"Utensílio Doméstico" ,"2022-11-19"     ,"Cancelado"
 603 ,"Theodoro Barros"             ,     4821.5  ,"Brinquedo"           ,"2021-07-07"     ,"Em Devolução"
 604 ,"Sr. Bento Fernandes"         ,     1510.72 ,"Brinquedo"           ,"2024-10-29"     ,"Extraviado"
 605 ,"Dr. Ryan Mendes"             ,     3334.02 ,"Ferramenta"          ,"2022-08-27"     ,"Cancelado"
 606 ,"Dr. Breno Marques"           ,     1983.27 ,"Brinquedo"           ,"2023-10-28"     ,"Entregue"
 607 ,"Cauê Moraes"                 ,     2065.84 ,"Utensílio Doméstico" ,"2020-07-21"     ,"Extraviado"
 608 ,"Sra. Melissa Leão"           ,     1220.37 ,"Utensílio Doméstico" ,"2023-01-10"     ,"Cancelado"
 609 ,"Mariah Vargas"               ,     3197.58 ,"Ferramenta"          ,"2019-10-04"     ,"Extraviado"
 610 ,"Brenda Pacheco"              ,     1459.32 ,"Ferramenta"          ,"2023-08-22"     ,"Cancelado"
 611 ,"Rodrigo da Rocha"            ,     4345.92 ,"Ferramenta"          ,"2023-02-13"     ,"Cancelado"
 613 ,"Luiz Henrique Moraes"        ,     4671.12 ,"Utensílio Doméstico" ,"2023-12-14"     ,"Em Devolução"
 614 ,"Anthony Aparecida"           ,     4655.29 ,"Ferramenta"          ,"2022-08-24"     ,"Extraviado"
 615 ,"Davi Jesus"                  ,     1220.61 ,"Utensílio Doméstico" ,"2021-04-23"     ,"Extraviado"
 616 ,"Amanda Dias"                 ,     4879.02 ,"Ferramenta"          ,"2022-10-16"     ,"Devolvido"
 617 ,"Bryan Sampaio"               ,     2362.7  ,"Utensílio Doméstico" ,"2021-05-08"     ,"Devolvido"
 618 ,"Heloisa Aragão"              ,     1181.21 ,"Ferramenta"          ,"2020-04-03"     ,"Devolvido"
 619 ,"Benicio Peixoto"             ,     1624.91 ,"Brinquedo"           ,"2023-09-10"     ,"Cancelado"
 620 ,"Kaique Jesus"                ,     2637.8  ,"Brinquedo"           ,"2021-06-05"     ,"Entregue"
 621 ,"Ana Laura Souza"             ,     2411.65 ,"Ferramenta"          ,"2024-01-08"     ,"Em Devolução"
 622 ,"Clara Novais"                ,     4121.75 ,"Ferramenta"          ,"2024-08-24"     ,"Entregue"
 623 ,"Gustavo Henrique Pastor"     ,     2919.38 ,"Brinquedo"           ,"2024-09-24"     ,"Extraviado"
 627 ,"Anthony Porto"               ,     1975.09 ,"Brinquedo"           ,"2020-09-15"     ,"Em Devolução"
 629 ,"Lucas Gabriel Abreu"         ,     4681.23 ,"Brinquedo"           ,"2023-06-11"     ,"Entregue"
 630 ,"Sr. Lucas Pacheco"           ,     3731.2  ,"Brinquedo"           ,"2023-07-04"     ,"Entregue"
 631 ,"Marcelo Costela"             ,     2649.08 ,"Utensílio Doméstico" ,"2020-07-10"     ,"Extraviado"
 633 ,"Levi Macedo"                 ,     1212.05 ,"Ferramenta"          ,"2021-04-20"     ,"Extraviado"
 634 ,"Ágatha Mendes"               ,     2425.96 ,"Brinquedo"           ,"2022-04-22"     ,"Extraviado"
 635 ,"Ana Sophia Câmara"           ,     1129.51 ,"Brinquedo"           ,"2019-11-11"     ,"Devolvido"
 636 ,"Sophia Dias"                 ,     4777.23 ,"Brinquedo"           ,"2019-11-21"     ,"Devolvido"
 637 ,"Diego Cassiano"              ,     1800.64 ,"Ferramenta"          ,"2019-03-17"     ,"Cancelado"
 638 ,"Bruna Rios"                  ,     3418.18 ,"Utensílio Doméstico" ,"2019-05-30"     ,"Em Devolução"
 639 ,"Kevin Fogaça"                ,     3019.92 ,"Brinquedo"           ,"2024-08-17"     ,"Cancelado"
 640 ,"Sra. Maria Liz Pastor"       ,     4731.43 ,"Utensílio Doméstico" ,"2023-11-21"     ,"Entregue"
 641 ,"Dra. Nina Moraes"            ,     1437.07 ,"Utensílio Doméstico" ,"2021-01-26"     ,"Em Devolução"
 642 ,"Ana Carolina Silveira"       ,     3142.01 ,"Utensílio Doméstico" ,"2021-04-21"     ,"Em Devolução"
 643 ,"Dr. Théo Abreu"              ,     1956.65 ,"Utensílio Doméstico" ,"2020-07-01"     ,"Cancelado"
 644 ,"Renan Camargo"               ,     1088.11 ,"Utensílio Doméstico" ,"2021-03-17"     ,"Devolvido"
 650 ,"Pietra Souza"                ,     4118.44 ,"Brinquedo"           ,"2023-05-09"     ,"Extraviado"
 651 ,"Sr. Augusto Teixeira"        ,     1317.5  ,"Ferramenta"          ,"2023-06-07"     ,"Extraviado"
 653 ,"Rafaela Cunha"               ,     2807.07 ,"Ferramenta"          ,"2024-06-24"     ,"Em Devolução"
 654 ,"Sra. Emanuella Pimenta"      ,     2204.5  ,"Ferramenta"          ,"2021-08-25"     ,"Extraviado"
 655 ,"Lunna Lopes"                 ,     2427.97 ,"Brinquedo"           ,"2022-05-29"     ,"Extraviado"
 656 ,"Cecília Moraes"              ,     1489.25 ,"Utensílio Doméstico" ,"2021-07-30"     ,"Extraviado"
 657 ,"Léo Garcia"                  ,     3037.29 ,"Brinquedo"           ,"2020-10-08"     ,"Devolvido"
 658 ,"José Miguel da Costa"        ,     3454.05 ,"Brinquedo"           ,"2022-03-21"     ,"Cancelado"
 659 ,"Dr. Isaac Peixoto"           ,     4670.57 ,"Utensílio Doméstico" ,"2021-01-09"     ,"Entregue"
 660 ,"Clara Duarte"                ,     4736.37 ,"Brinquedo"           ,"2020-06-17"     ,"Cancelado"
 662 ,"Dra. Bruna Machado"          ,     3852.17 ,"Ferramenta"          ,"2021-11-17"     ,"Extraviado"
 663 ,"Srta. Maria Alice Pereira"   ,     3421.13 ,"Ferramenta"          ,"2020-06-29"     ,"Extraviado"
 664 ,"Vitor Hugo Monteiro"         ,     1041.05 ,"Ferramenta"          ,"2024-06-05"     ,"Entregue"
 665 ,"Mathias da Mata"             ,     3956.53 ,"Ferramenta"          ,"2022-01-26"     ,"Devolvido"
 666 ,"Dr. Levi Siqueira"           ,     1019.45 ,"Ferramenta"          ,"2019-02-15"     ,"Em Devolução"
 667 ,"Gael Henrique Pereira"       ,     2644.13 ,"Utensílio Doméstico" ,"2023-12-27"     ,"Devolvido"
 668 ,"Natália Barros"              ,     2955.2  ,"Brinquedo"           ,"2020-07-03"     ,"Devolvido"
 669 ,"Ryan Leão"                   ,     2517.88 ,"Utensílio Doméstico" ,"2023-11-19"     ,"Devolvido"
 670 ,"Maria Isis Aragão"           ,     4651.15 ,"Utensílio Doméstico" ,"2024-03-06"     ,"Extraviado"
 672 ,"Pedro Lucas das Neves"       ,     4233.28 ,"Utensílio Doméstico" ,"2022-04-15"     ,"Em Devolução"
 674 ,"Aurora Silveira"             ,     1289.96 ,"Utensílio Doméstico" ,"2019-06-25"     ,"Devolvido"
 675 ,"Ayla Montenegro"             ,     1197.59 ,"Utensílio Doméstico" ,"2024-12-08"     ,"Entregue"
 676 ,"Sophie Farias"               ,     4323.55 ,"Utensílio Doméstico" ,"2024-09-24"     ,"Extraviado"
 677 ,"Aylla Nunes"                 ,     4630.57 ,"Utensílio Doméstico" ,"2020-05-29"     ,"Cancelado"
 678 ,"Calebe Siqueira"             ,     4438.52 ,"Ferramenta"          ,"2020-11-14"     ,"Extraviado"
 679 ,"Maria Júlia Santos"          ,     3458.69 ,"Brinquedo"           ,"2019-10-09"     ,"Cancelado"
 680 ,"Vitória Costa"               ,     2831.11 ,"Ferramenta"          ,"2020-08-31"     ,"Extraviado"
 681 ,"Francisco Pastor"            ,     2015.01 ,"Utensílio Doméstico" ,"2024-09-15"     ,"Cancelado"
 682 ,"Davi Lucca da Conceição"     ,     4245.38 ,"Ferramenta"          ,"2020-07-19"     ,"Entregue"
 684 ,"Bruno Carvalho"              ,     4773.84 ,"Ferramenta"          ,"2024-05-21"     ,"Extraviado"
 685 ,"Maria Luísa Cirino"          ,     3568    ,"Brinquedo"           ,"2020-03-11"     ,"Cancelado"
 686 ,"Allana Ferreira"             ,     3550.66 ,"Brinquedo"           ,"2022-03-24"     ,"Extraviado"
 687 ,"Carolina Sá"                 ,     1115.88 ,"Ferramenta"          ,"2023-11-21"     ,"Devolvido"
 688 ,"Bruno Silveira"              ,     2891.1  ,"Ferramenta"          ,"2023-03-13"     ,"Devolvido"
 689 ,"Sra. Hellena Abreu"          ,     1131.29 ,"Brinquedo"           ,"2024-05-13"     ,"Em Devolução"
 690 ,"Alexandre Leão"              ,     2701.11 ,"Ferramenta"          ,"2019-10-06"     ,"Cancelado"
 691 ,"Zoe Aparecida"               ,     1962.73 ,"Utensílio Doméstico" ,"2022-01-07"     ,"Entregue"
 693 ,"Isabel Rezende"              ,     3786.21 ,"Brinquedo"           ,"2022-10-28"     ,"Extraviado"
 694 ,"Gabriel Brito"               ,     3123.37 ,"Ferramenta"          ,"2021-02-05"     ,"Cancelado"
 696 ,"Henrique da Paz"             ,     3107.94 ,"Brinquedo"           ,"2022-04-25"     ,"Devolvido"
 697 ,"Erick Garcia"                ,     4331.67 ,"Utensílio Doméstico" ,"2019-09-07"     ,"Cancelado"
 699 ,"Sra. Cecília Lima"           ,     3008.23 ,"Ferramenta"          ,"2020-07-27"     ,"Em Devolução"
 700 ,"Dra. Evelyn Teixeira"        ,     1975.32 ,"Utensílio Doméstico" ,"2023-09-30"     ,"Devolvido"
 701 ,"Srta. Julia Macedo"          ,     4644.26 ,"Brinquedo"           ,"2024-11-04"     ,"Devolvido"
 702 ,"Sophie Aragão"               ,     1393.02 ,"Brinquedo"           ,"2021-01-24"     ,"Entregue"
 704 ,"Dra. Ágatha Nunes"           ,     2861.46 ,"Brinquedo"           ,"2019-11-29"     ,"Devolvido"
 705 ,"Leandro Pimenta"             ,     2449.26 ,"Ferramenta"          ,"2021-08-30"     ,"Extraviado"
 706 ,"Maria Vitória Costela"       ,     3672.9  ,"Brinquedo"           ,"2021-10-23"     ,"Entregue"
 707 ,"Aurora Brito"                ,     2227.82 ,"Utensílio Doméstico" ,"2022-03-18"     ,"Em Devolução"
 708 ,"Thiago Rocha"                ,     3832.03 ,"Brinquedo"           ,"2021-10-19"     ,"Entregue"
 709 ,"Eloah Andrade"               ,     3556.94 ,"Brinquedo"           ,"2020-03-17"     ,"Entregue"
 710 ,"Calebe Peixoto"              ,     3183.67 ,"Ferramenta"          ,"2021-04-08"     ,"Extraviado"
 712 ,"Samuel Borges"               ,     3119.27 ,"Utensílio Doméstico" ,"2020-02-24"     ,"Em Devolução"
 713 ,"Théo Cardoso"                ,     3750.77 ,"Utensílio Doméstico" ,"2022-08-15"     ,"Devolvido"
 716 ,"Olivia Porto"                ,     3222.06 ,"Ferramenta"          ,"2022-10-12"     ,"Cancelado"
 718 ,"Arthur Gabriel Costa"        ,     2850.08 ,"Brinquedo"           ,"2021-08-23"     ,"Cancelado"
 719 ,"Hadassa Abreu"               ,     2895.47 ,"Utensílio Doméstico" ,"2019-11-11"     ,"Entregue"
 720 ,"Olivia Borges"               ,     4320.02 ,"Utensílio Doméstico" ,"2022-08-16"     ,"Em Devolução"
 721 ,"Lavínia Gonçalves"           ,     2477.83 ,"Utensílio Doméstico" ,"2020-12-21"     ,"Em Devolução"
 722 ,"Dra. Letícia Rios"           ,     1801.87 ,"Utensílio Doméstico" ,"2019-07-14"     ,"Em Devolução"
 723 ,"Theo Freitas"                ,     4978.22 ,"Utensílio Doméstico" ,"2022-09-04"     ,"Em Devolução"
 724 ,"Aurora da Conceição"         ,     2055.26 ,"Utensílio Doméstico" ,"2024-03-01"     ,"Extraviado"
 725 ,"Isabella Almeida"            ,     1807.24 ,"Ferramenta"          ,"2021-11-28"     ,"Cancelado"
 726 ,"Valentim Porto"              ,     4871.82 ,"Utensílio Doméstico" ,"2021-03-22"     ,"Em Devolução"
 727 ,"Clara Camargo"               ,     1158.73 ,"Ferramenta"          ,"2022-01-17"     ,"Em Devolução"
 728 ,"Sr. Luiz Miguel Correia"     ,     1456.42 ,"Utensílio Doméstico" ,"2020-03-14"     ,"Entregue"
 730 ,"Dra. Maria Flor Gonçalves"   ,     4373.92 ,"Ferramenta"          ,"2019-03-19"     ,"Entregue"
 732 ,"Vinicius Correia"            ,     4036.41 ,"Brinquedo"           ,"2023-12-24"     ,"Cancelado"
 733 ,"Marcela Cassiano"            ,     4897.33 ,"Utensílio Doméstico" ,"2022-07-06"     ,"Devolvido"
 734 ,"Mariane da Luz"              ,     1797.09 ,"Ferramenta"          ,"2023-06-12"     ,"Entregue"
 735 ,"Emanuel Carvalho"            ,     2131.63 ,"Utensílio Doméstico" ,"2021-08-25"     ,"Extraviado"
 737 ,"Ravy Oliveira"               ,     4983.87 ,"Brinquedo"           ,"2019-07-06"     ,"Cancelado"
 738 ,"Sr. Carlos Eduardo Monteiro" ,     1281.1  ,"Ferramenta"          ,"2020-06-22"     ,"Cancelado"
 741 ,"Dra. Jade Sampaio"           ,     1652.93 ,"Utensílio Doméstico" ,"2022-05-17"     ,"Cancelado"
 743 ,"Stella Castro"               ,     4262.13 ,"Utensílio Doméstico" ,"2024-09-22"     ,"Devolvido"
 745 ,"Dra. Cecília Porto"          ,     3951.18 ,"Ferramenta"          ,"2024-10-29"     ,"Cancelado"
 746 ,"Emanuelly Azevedo"           ,     2953.9  ,"Ferramenta"          ,"2019-08-20"     ,"Cancelado"
 747 ,"João Gabriel Pinto"          ,     4561.58 ,"Utensílio Doméstico" ,"2021-10-22"     ,"Extraviado"
 748 ,"Otto Aparecida"              ,     4457.98 ,"Utensílio Doméstico" ,"2023-04-01"     ,"Entregue"
 749 ,"Rael Araújo"                 ,     2175.91 ,"Brinquedo"           ,"2021-01-30"     ,"Devolvido"
 751 ,"Isaque Cunha"                ,     1980.13 ,"Brinquedo"           ,"2023-08-28"     ,"Entregue"
 752 ,"Cecília da Cruz"             ,     1610.66 ,"Brinquedo"           ,"2024-03-26"     ,"Em Devolução"
 753 ,"Rael Dias"                   ,     4805.46 ,"Brinquedo"           ,"2024-11-04"     ,"Cancelado"
 754 ,"José Leão"                   ,     2674.87 ,"Brinquedo"           ,"2022-06-20"     ,"Devolvido"
 755 ,"Caroline Santos"             ,     1308.01 ,"Ferramenta"          ,"2020-12-28"     ,"Cancelado"
 756 ,"Yasmin Gomes"                ,     2080.66 ,"Ferramenta"          ,"2024-07-17"     ,"Entregue"
 758 ,"Isaac Ramos"                 ,     1092.07 ,"Brinquedo"           ,"2020-07-27"     ,"Em Devolução"
 759 ,"Bryan Freitas"               ,     4014.75 ,"Brinquedo"           ,"2019-11-14"     ,"Em Devolução"
 760 ,"Matheus Ramos"               ,     2803.22 ,"Ferramenta"          ,"2021-09-07"     ,"Devolvido"
 762 ,"Nina Pimenta"                ,     4633.71 ,"Utensílio Doméstico" ,"2024-01-21"     ,"Em Devolução"
 763 ,"Dra. Evelyn Castro"          ,     1292.41 ,"Utensílio Doméstico" ,"2024-01-09"     ,"Em Devolução"
 764 ,"Cauê Gomes"                  ,     4417.23 ,"Utensílio Doméstico" ,"2023-04-01"     ,"Em Devolução"
 765 ,"Ryan Melo"                   ,     3750.44 ,"Utensílio Doméstico" ,"2020-08-03"     ,"Cancelado"
 766 ,"Caroline Pereira"            ,     4013.15 ,"Utensílio Doméstico" ,"2021-12-25"     ,"Entregue"
 767 ,"Anthony Gabriel Costela"     ,     3637.52 ,"Brinquedo"           ,"2021-01-12"     ,"Entregue"
 768 ,"Dra. Bianca Ribeiro"         ,     2119    ,"Ferramenta"          ,"2019-03-10"     ,"Devolvido"
 769 ,"Lorenzo Pinto"               ,     2000.73 ,"Ferramenta"          ,"2023-04-28"     ,"Devolvido"
 770 ,"Lucas Jesus"                 ,     2678.05 ,"Brinquedo"           ,"2023-09-04"     ,"Em Devolução"
 771 ,"Davi da Cruz"                ,     4293.44 ,"Utensílio Doméstico" ,"2021-02-22"     ,"Entregue"
 772 ,"Sra. Melina Cavalcanti"      ,     4505.7  ,"Brinquedo"           ,"2023-02-14"     ,"Entregue"
 773 ,"Dr. Pedro Henrique Jesus"    ,     4811.67 ,"Brinquedo"           ,"2021-03-09"     ,"Extraviado"
 774 ,"Caio Novais"                 ,     2306.88 ,"Ferramenta"          ,"2023-10-21"     ,"Extraviado"
 775 ,"Calebe Albuquerque"          ,     4867.61 ,"Utensílio Doméstico" ,"2024-09-11"     ,"Extraviado"
 776 ,"Maria Isis Rezende"          ,     1365.45 ,"Brinquedo"           ,"2021-11-17"     ,"Em Devolução"
 777 ,"Aylla Leão"                  ,     2971.55 ,"Utensílio Doméstico" ,"2019-05-06"     ,"Em Devolução"
 778 ,"Enzo Gabriel da Rosa"        ,     4304.22 ,"Brinquedo"           ,"2020-09-02"     ,"Devolvido"
 779 ,"Lucca Abreu"                 ,     4064.63 ,"Utensílio Doméstico" ,"2024-10-23"     ,"Extraviado"
 780 ,"Caleb Fernandes"             ,     1320.04 ,"Utensílio Doméstico" ,"2023-07-09"     ,"Em Devolução"
 781 ,"Fernanda da Cruz"            ,     3039.13 ,"Utensílio Doméstico" ,"2021-03-31"     ,"Cancelado"
 783 ,"Maria Liz Albuquerque"       ,     3367.56 ,"Ferramenta"          ,"2019-08-15"     ,"Cancelado"
 784 ,"Lucas Silveira"              ,     2558.58 ,"Utensílio Doméstico" ,"2020-03-31"     ,"Cancelado"
 786 ,"Cauã Nogueira"               ,     3081.97 ,"Ferramenta"          ,"2022-09-12"     ,"Extraviado"
 787 ,"Srta. Isabelly Camargo"      ,     1576.96 ,"Brinquedo"           ,"2023-02-07"     ,"Extraviado"
 788 ,"Eloah Cavalcante"            ,     4111.73 ,"Utensílio Doméstico" ,"2021-10-16"     ,"Cancelado"
 789 ,"Srta. Maysa Santos"          ,     1810.1  ,"Utensílio Doméstico" ,"2023-12-28"     ,"Devolvido"
 790 ,"Marcos Vinicius Almeida"     ,     1965.46 ,"Utensílio Doméstico" ,"2024-10-06"     ,"Extraviado"
 791 ,"Leonardo Barros"             ,     3508.14 ,"Utensílio Doméstico" ,"2022-10-13"     ,"Cancelado"
 792 ,"Giovanna da Cunha"           ,     3405.45 ,"Utensílio Doméstico" ,"2023-05-04"     ,"Em Devolução"
 793 ,"Ravi Ramos"                  ,     1025.17 ,"Brinquedo"           ,"2022-07-26"     ,"Cancelado"
 794 ,"Maria Eduarda Cirino"        ,     2620.42 ,"Utensílio Doméstico" ,"2021-07-21"     ,"Em Devolução"
 795 ,"Otto Pereira"                ,     4057.85 ,"Utensílio Doméstico" ,"2020-05-27"     ,"Devolvido"
 796 ,"Dr. Renan Pires"             ,     3910.25 ,"Utensílio Doméstico" ,"2024-02-12"     ,"Extraviado"
 797 ,"Sra. Isis Ferreira"          ,     4593.64 ,"Ferramenta"          ,"2020-08-20"     ,"Extraviado"
 798 ,"Francisco Câmara"            ,     1578.09 ,"Utensílio Doméstico" ,"2024-05-26"     ,"Devolvido"
 800 ,"Sra. Isadora Almeida"        ,     4844.34 ,"Ferramenta"          ,"2024-11-22"     ,"Entregue"
 802 ,"Luísa Novaes"                ,     4292.84 ,"Brinquedo"           ,"2019-10-19"     ,"Em Devolução"
 803 ,"Maria Sophia Martins"        ,     4703.78 ,"Brinquedo"           ,"2023-10-02"     ,"Devolvido"
 805 ,"Bernardo Mendonça"           ,     3086.05 ,"Ferramenta"          ,"2024-12-13"     ,"Entregue"
 806 ,"Aurora Silveira"             ,     3405.05 ,"Utensílio Doméstico" ,"2022-02-11"     ,"Entregue"
 808 ,"Paulo Almeida"               ,     4815.33 ,"Brinquedo"           ,"2022-04-08"     ,"Extraviado"
 809 ,"Dra. Manuela Sousa"          ,     4133.73 ,"Utensílio Doméstico" ,"2024-06-26"     ,"Cancelado"
 810 ,"Juan Teixeira"               ,     4305.38 ,"Brinquedo"           ,"2024-03-14"     ,"Devolvido"
 811 ,"Melissa Santos"              ,     2216.49 ,"Brinquedo"           ,"2022-01-30"     ,"Entregue"
 812 ,"Benício Andrade"             ,     3863.58 ,"Brinquedo"           ,"2019-07-08"     ,"Devolvido"
 813 ,"Maria Sophia Garcia"         ,     2705.3  ,"Ferramenta"          ,"2023-09-09"     ,"Em Devolução"
 814 ,"Dra. Isabel da Paz"          ,     4365.96 ,"Ferramenta"          ,"2021-11-27"     ,"Em Devolução"
 815 ,"Agatha Pires"                ,     1664.41 ,"Brinquedo"           ,"2021-08-10"     ,"Extraviado"
 816 ,"Ryan Cassiano"               ,     3324.67 ,"Utensílio Doméstico" ,"2021-05-24"     ,"Devolvido"
 817 ,"Maria Laura Silva"           ,     2577.6  ,"Utensílio Doméstico" ,"2024-07-07"     ,"Em Devolução"
 818 ,"Liz Melo"                    ,     4539.08 ,"Brinquedo"           ,"2022-04-14"     ,"Extraviado"
 819 ,"Otto Pacheco"                ,     4497.32 ,"Brinquedo"           ,"2022-11-17"     ,"Em Devolução"
 820 ,"Luiz Felipe Andrade"         ,     2562.07 ,"Ferramenta"          ,"2021-07-18"     ,"Cancelado"
 821 ,"Luana Azevedo"               ,     1725.54 ,"Utensílio Doméstico" ,"2023-02-02"     ,"Devolvido"
 822 ,"Sr. Marcos Vinicius Alves"   ,     1026.42 ,"Brinquedo"           ,"2022-10-01"     ,"Cancelado"
 823 ,"Fernando Monteiro"           ,     4860.44 ,"Ferramenta"          ,"2024-04-06"     ,"Cancelado"
 824 ,"Felipe Pereira"              ,     2481.63 ,"Ferramenta"          ,"2019-03-12"     ,"Devolvido"
 825 ,"Emanuelly Albuquerque"       ,     4572.62 ,"Ferramenta"          ,"2022-12-04"     ,"Entregue"
 826 ,"Maya Rocha"                  ,     2347.43 ,"Brinquedo"           ,"2021-08-03"     ,"Entregue"
 827 ,"Miguel Macedo"               ,     2610.91 ,"Utensílio Doméstico" ,"2020-11-13"     ,"Extraviado"
 828 ,"Ana Carolina Castro"         ,     3079.24 ,"Ferramenta"          ,"2021-11-15"     ,"Em Devolução"
 829 ,"Danilo Melo"                 ,     3076.64 ,"Ferramenta"          ,"2023-11-21"     ,"Em Devolução"
 830 ,"Leandro da Rosa"             ,     3462.71 ,"Brinquedo"           ,"2021-05-07"     ,"Devolvido"
 831 ,"Juliana Farias"              ,     3889.44 ,"Brinquedo"           ,"2023-07-24"     ,"Extraviado"
 832 ,"Bento Teixeira"              ,     1541.61 ,"Utensílio Doméstico" ,"2022-11-26"     ,"Entregue"
 833 ,"Henry Marques"               ,     3454.42 ,"Ferramenta"          ,"2022-10-20"     ,"Cancelado"
 834 ,"Gabrielly Garcia"            ,     1453.01 ,"Brinquedo"           ,"2024-04-03"     ,"Cancelado"
 835 ,"Ana Cecília Aparecida"       ,     2594.48 ,"Utensílio Doméstico" ,"2023-10-07"     ,"Entregue"
 837 ,"Alexandre Andrade"           ,     4871.19 ,"Brinquedo"           ,"2022-09-30"     ,"Entregue"
 838 ,"Enzo Gabriel Melo"           ,     2099.7  ,"Ferramenta"          ,"2022-11-23"     ,"Entregue"
 839 ,"Cecilia Almeida"             ,     1635.12 ,"Brinquedo"           ,"2024-09-07"     ,"Entregue"
 840 ,"Catarina Vieira"             ,     3544.23 ,"Utensílio Doméstico" ,"2019-08-11"     ,"Devolvido"
 841 ,"Srta. Bruna Costa"           ,     3772.57 ,"Brinquedo"           ,"2023-12-04"     ,"Entregue"
 842 ,"Marina Barros"               ,     1125.27 ,"Brinquedo"           ,"2019-09-10"     ,"Entregue"
 843 ,"Sra. Sarah Siqueira"         ,     3035.5  ,"Ferramenta"          ,"2024-04-29"     ,"Em Devolução"
 844 ,"Bella Carvalho"              ,     2845.32 ,"Utensílio Doméstico" ,"2024-02-17"     ,"Cancelado"
 845 ,"Sra. Sophia Cardoso"         ,     2092.81 ,"Utensílio Doméstico" ,"2019-06-26"     ,"Entregue"
 846 ,"Ana Beatriz Siqueira"        ,     3739.22 ,"Ferramenta"          ,"2024-04-10"     ,"Devolvido"
 848 ,"Maria Fernanda Moura"        ,     2983.91 ,"Brinquedo"           ,"2024-06-27"     ,"Entregue"
 849 ,"Ísis Gonçalves"              ,     2925.1  ,"Ferramenta"          ,"2024-06-14"     ,"Cancelado"
 850 ,"Caleb Cassiano"              ,     1338.31 ,"Ferramenta"          ,"2022-08-18"     ,"Entregue"
 851 ,"Dr. Luiz Gustavo Montenegro" ,     4338.07 ,"Brinquedo"           ,"2021-03-29"     ,"Devolvido"
 852 ,"Alexandre Casa Grande"       ,     3891.88 ,"Brinquedo"           ,"2020-07-18"     ,"Entregue"
 853 ,"Giovanna Rezende"            ,     3233.45 ,"Brinquedo"           ,"2024-06-01"     ,"Em Devolução"
 854 ,"Danilo Mendonça"             ,     4179.92 ,"Utensílio Doméstico" ,"2023-05-29"     ,"Em Devolução"
 855 ,"Carolina da Mota"            ,     4697.66 ,"Brinquedo"           ,"2024-10-17"     ,"Cancelado"
 857 ,"Dr. Guilherme Pires"         ,     1718.3  ,"Brinquedo"           ,"2019-07-28"     ,"Entregue"
 858 ,"Clara Pires"                 ,     1927.78 ,"Ferramenta"          ,"2020-07-04"     ,"Extraviado"
 859 ,"Danilo Pinto"                ,     1725.88 ,"Ferramenta"          ,"2023-01-09"     ,"Extraviado"
 860 ,"Luiz Gustavo Guerra"         ,     2724.94 ,"Brinquedo"           ,"2023-08-13"     ,"Entregue"
 861 ,"Mathias Novais"              ,     1646.09 ,"Ferramenta"          ,"2021-02-21"     ,"Extraviado"
 862 ,"Luísa da Conceição"          ,     2756.82 ,"Utensílio Doméstico" ,"2021-05-13"     ,"Extraviado"
 863 ,"Zoe da Mata"                 ,     2641.39 ,"Brinquedo"           ,"2023-09-02"     ,"Em Devolução"
